Claim Year,Claim Month,Month,Diagnosis Rollup,Rollup Category,Claim Count
2017,8,01-08-2017,Overall,Overall,205
2017,9,01-09-2017,Overall,Overall,192
2017,10,01-10-2017,Overall,Overall,186
2017,11,01-11-2017,Overall,Overall,216
2017,12,01-12-2017,Overall,Overall,191
2018,1,01-01-2018,Overall,Overall,189
2018,2,01-02-2018,Overall,Overall,183
2018,3,01-03-2018,Overall,Overall,201
2018,4,01-04-2018,Overall,Overall,180
2018,5,01-05-2018,Overall,Overall,211
2018,6,01-06-2018,Overall,Overall,175
2018,7,01-07-2018,Overall,Overall,177
2018,8,01-08-2018,Overall,Overall,194
2018,9,01-09-2018,Overall,Overall,181
2018,10,01-10-2018,Overall,Overall,174
2018,11,01-11-2018,Overall,Overall,205
2018,12,01-12-2018,Overall,Overall,222
2019,1,01-01-2019,Overall,Overall,209
2019,2,01-02-2019,Overall,Overall,174
2019,3,01-03-2019,Overall,Overall,227
2019,4,01-04-2019,Overall,Overall,177
2019,5,01-05-2019,Overall,Overall,193
2019,6,01-06-2019,Overall,Overall,174
2019,7,01-07-2019,Overall,Overall,207
2019,8,01-08-2019,Overall,Overall,173
2019,9,01-09-2019,Overall,Overall,161
2019,10,01-10-2019,Overall,Overall,169
2019,11,01-11-2019,Overall,Overall,188
2019,12,01-12-2019,Overall,Overall,176
2020,1,01-01-2020,Overall,Overall,176
2020,2,01-02-2020,Overall,Overall,162
2020,3,01-03-2020,Overall,Overall,180
2020,4,01-04-2020,Overall,Overall,199
2020,5,01-05-2020,Overall,Overall,193
2020,6,01-06-2020,Overall,Overall,184
2020,7,01-07-2020,Overall,Overall,233
2020,8,01-08-2020,Overall,Overall,223
2020,9,01-09-2020,Overall,Overall,209
2020,10,01-10-2020,Overall,Overall,232
2020,11,01-11-2020,Overall,Overall,261
2020,12,01-12-2020,Overall,Overall,267
2021,1,01-01-2021,Overall,Overall,263
2021,2,01-02-2021,Overall,Overall,328
2021,3,01-03-2021,Overall,Overall,452
2021,4,01-04-2021,Overall,Overall,421
2021,5,01-05-2021,Overall,Overall,342
2021,6,01-06-2021,Overall,Overall,260
2021,7,01-07-2021,Overall,Overall,263
2021,8,01-08-2021,Overall,Overall,232
2021,9,01-09-2021,Overall,Overall,246
2021,10,01-10-2021,Overall,Overall,225
2021,11,01-11-2021,Overall,Overall,267
2021,12,01-12-2021,Overall,Overall,231
2022,1,01-01-2022,Overall,Overall,219
2022,2,01-02-2022,Overall,Overall,1
